source_email,relationship_type,target_email
example101090@scrippscollege.edu,friend,example100286@students.pitzer.edu
example101091@scrippscollege.edu,like,example100539@scrippscollege.edu
example101092@students.claremontmckenna.edu,like,example101607@hmc.edu
example101092@students.claremontmckenna.edu,like,example100228@students.claremontmckenna.edu
example101092@students.claremontmckenna.edu,friend,example101258@hmc.edu
example101092@students.claremontmckenna.edu,friend,example100722@hmc.edu
example101092@students.claremontmckenna.edu,like,example101083@hmc.edu
example101092@students.claremontmckenna.edu,like,example101978@mymail.pomona.edu
example101092@students.claremontmckenna.edu,like,example101592@hmc.edu
example101092@students.claremontmckenna.edu,friend,example101592@hmc.edu
example101092@students.claremontmckenna.edu,like,example100317@mymail.pomona.edu
example101092@students.claremontmckenna.edu,friend,example100317@mymail.pomona.edu
example101093@students.pitzer.edu,friend,example101618@scrippscollege.edu
example101093@students.pitzer.edu,friend,example100135@hmc.edu
example101093@students.pitzer.edu,friend,example101386@mymail.pomona.edu
example101093@students.pitzer.edu,friend,example101833@students.pitzer.edu
example101093@students.pitzer.edu,like,example101722@scrippscollege.edu
example101722@scrippscollege.edu,like,example101093@students.pitzer.edu
example101093@students.pitzer.edu,like,example100076@students.claremontmckenna.edu
example101093@students.pitzer.edu,friend,example100076@students.claremontmckenna.edu
example101093@students.pitzer.edu,friend,example100573@students.claremontmckenna.edu
example101093@students.pitzer.edu,friend,example100167@students.claremontmckenna.edu
example100167@students.claremontmckenna.edu,friend,example101093@students.pitzer.edu
example101093@students.pitzer.edu,like,example100140@students.claremontmckenna.edu
example101093@students.pitzer.edu,friend,example100435@scrippscollege.edu
example101093@students.pitzer.edu,like,example101250@scrippscollege.edu
example101093@students.pitzer.edu,like,example101347@students.pitzer.edu
example101094@scrippscollege.edu,like,example100700@students.pitzer.edu
example101094@scrippscollege.edu,friend,example100700@students.pitzer.edu
example101094@scrippscollege.edu,like,example100865@students.pitzer.edu
example101094@scrippscollege.edu,friend,example100865@students.pitzer.edu
example101094@scrippscollege.edu,like,example101153@students.claremontmckenna.edu
example101094@scrippscollege.edu,friend,example101153@students.claremontmckenna.edu
example101094@scrippscollege.edu,friend,example101982@mymail.pomona.edu
example101094@scrippscollege.edu,like,example100881@scrippscollege.edu
example101094@scrippscollege.edu,friend,example100881@scrippscollege.edu
example100881@scrippscollege.edu,friend,example101094@scrippscollege.edu
example101094@scrippscollege.edu,like,example100194@students.claremontmckenna.edu
example101095@mymail.pomona.edu,friend,example100737@students.pitzer.edu
example100737@students.pitzer.edu,friend,example101095@mymail.pomona.edu
example101095@mymail.pomona.edu,like,example101006@hmc.edu
example101095@mymail.pomona.edu,friend,example100591@scrippscollege.edu
example101095@mymail.pomona.edu,like,example101822@students.claremontmckenna.edu
example101096@mymail.pomona.edu,friend,example100635@mymail.pomona.edu
example101096@mymail.pomona.edu,friend,example101684@students.pitzer.edu
example101096@mymail.pomona.edu,friend,example100993@students.pitzer.edu
example101096@mymail.pomona.edu,like,example100351@scrippscollege.edu
example101096@mymail.pomona.edu,friend,example100351@scrippscollege.edu
example101096@mymail.pomona.edu,friend,example101717@scrippscollege.edu
example101096@mymail.pomona.edu,like,example100374@students.pitzer.edu
example101096@mymail.pomona.edu,like,example101894@mymail.pomona.edu
example101096@mymail.pomona.edu,friend,example100972@scrippscollege.edu
example101096@mymail.pomona.edu,friend,example101165@hmc.edu
example101096@mymail.pomona.edu,friend,example100370@students.claremontmckenna.edu
example101097@students.pitzer.edu,like,example100150@scrippscollege.edu
example100150@scrippscollege.edu,like,example101097@students.pitzer.edu
example101097@students.pitzer.edu,friend,example100150@scrippscollege.edu
example101097@students.pitzer.edu,friend,example101383@students.claremontmckenna.edu
example101097@students.pitzer.edu,like,example101509@hmc.edu
example101097@students.pitzer.edu,friend,example101509@hmc.edu
example101097@students.pitzer.edu,like,example101695@hmc.edu
example101097@students.pitzer.edu,like,example100830@mymail.pomona.edu
example101097@students.pitzer.edu,like,example101107@students.pitzer.edu
example101097@students.pitzer.edu,friend,example101197@students.claremontmckenna.edu
example101097@students.pitzer.edu,like,example101724@hmc.edu
example101097@students.pitzer.edu,like,example100819@students.claremontmckenna.edu
example101097@students.pitzer.edu,like,example101134@mymail.pomona.edu
example101098@students.claremontmckenna.edu,friend,example100970@mymail.pomona.edu
example101099@mymail.pomona.edu,friend,example100725@hmc.edu
example101099@mymail.pomona.edu,like,example101091@scrippscollege.edu
example101091@scrippscollege.edu,like,example101099@mymail.pomona.edu
example101099@mymail.pomona.edu,friend,example101091@scrippscollege.edu
example101099@mymail.pomona.edu,friend,example100149@hmc.edu
example101099@mymail.pomona.edu,like,example101948@mymail.pomona.edu
example101948@mymail.pomona.edu,like,example101099@mymail.pomona.edu
example101100@students.pitzer.edu,like,example101900@mymail.pomona.edu
example101100@students.pitzer.edu,friend,example101900@mymail.pomona.edu
example101100@students.pitzer.edu,like,example101927@students.pitzer.edu
example101100@students.pitzer.edu,friend,example101302@students.claremontmckenna.edu
example101100@students.pitzer.edu,friend,example101953@scrippscollege.edu
example101953@scrippscollege.edu,friend,example101100@students.pitzer.edu
example101100@students.pitzer.edu,friend,example100179@students.claremontmckenna.edu
example101100@students.pitzer.edu,friend,example101172@scrippscollege.edu
example101172@scrippscollege.edu,friend,example101100@students.pitzer.edu
example101100@students.pitzer.edu,like,example100747@hmc.edu
example101100@students.pitzer.edu,like,example100523@hmc.edu
example101100@students.pitzer.edu,friend,example100523@hmc.edu
example101100@students.pitzer.edu,like,example101404@students.pitzer.edu
example101100@students.pitzer.edu,like,example100241@hmc.edu
example101100@students.pitzer.edu,friend,example100241@hmc.edu
example101100@students.pitzer.edu,like,example101090@scrippscollege.edu
example101090@scrippscollege.edu,like,example101100@students.pitzer.edu
example101100@students.pitzer.edu,like,example101609@students.pitzer.edu
example101100@students.pitzer.edu,friend,example101236@students.claremontmckenna.edu
example101100@students.pitzer.edu,friend,example101919@students.claremontmckenna.edu
example101100@students.pitzer.edu,like,example101225@students.claremontmckenna.edu
example101100@students.pitzer.edu,like,example100449@scrippscollege.edu
example101100@students.pitzer.edu,like,example100804@students.claremontmckenna.edu
example101100@students.pitzer.edu,like,example100299@students.claremontmckenna.edu
example101100@students.pitzer.edu,like,example101160@hmc.edu
example101100@students.pitzer.edu,like,example101095@mymail.pomona.edu
example101100@students.pitzer.edu,friend,example101095@mymail.pomona.edu
example101101@mymail.pomona.edu,like,example101689@students.claremontmckenna.edu
example101101@mymail.pomona.edu,like,example100089@students.pitzer.edu
example101101@mymail.pomona.edu,like,example101253@students.claremontmckenna.edu
example101101@mymail.pomona.edu,friend,example100139@mymail.pomona.edu
example101101@mymail.pomona.edu,friend,example101583@hmc.edu
example101101@mymail.pomona.edu,like,example100091@mymail.pomona.edu
example101103@scrippscollege.edu,friend,example100012@hmc.edu
example101103@scrippscollege.edu,friend,example101064@mymail.pomona.edu
example101104@scrippscollege.edu,friend,example100221@students.claremontmckenna.edu
example101104@scrippscollege.edu,friend,example100296@students.pitzer.edu
example101104@scrippscollege.edu,friend,example101595@mymail.pomona.edu
example101104@scrippscollege.edu,like,example100576@students.claremontmckenna.edu
example101104@scrippscollege.edu,like,example101436@students.pitzer.edu
example101104@scrippscollege.edu,friend,example101436@students.pitzer.edu
example101104@scrippscollege.edu,like,example100620@mymail.pomona.edu
example101104@scrippscollege.edu,friend,example101972@students.pitzer.edu
example101104@scrippscollege.edu,like,example100403@hmc.edu
example101104@scrippscollege.edu,friend,example100403@hmc.edu
example101104@scrippscollege.edu,like,example100062@hmc.edu
example101104@scrippscollege.edu,like,example101408@mymail.pomona.edu
example101104@scrippscollege.edu,friend,example101408@mymail.pomona.edu
example101105@students.claremontmckenna.edu,like,example101280@mymail.pomona.edu
example101105@students.claremontmckenna.edu,like,example100042@students.claremontmckenna.edu
example101106@scrippscollege.edu,like,example100650@students.pitzer.edu
example101106@scrippscollege.edu,like,example101895@students.claremontmckenna.edu
example101106@scrippscollege.edu,like,example100085@hmc.edu
example101106@scrippscollege.edu,friend,example100085@hmc.edu
example101106@scrippscollege.edu,like,example101267@students.claremontmckenna.edu
example101106@scrippscollege.edu,like,example101805@students.pitzer.edu
example101106@scrippscollege.edu,friend,example101923@students.claremontmckenna.edu
example101106@scrippscollege.edu,like,example100110@students.claremontmckenna.edu
example101106@scrippscollege.edu,friend,example100357@hmc.edu
example101107@students.pitzer.edu,friend,example100652@hmc.edu
example101107@students.pitzer.edu,like,example100502@students.claremontmckenna.edu
example101107@students.pitzer.edu,friend,example100502@students.claremontmckenna.edu
example101107@students.pitzer.edu,friend,example100747@hmc.edu
example101107@students.pitzer.edu,friend,example101903@students.pitzer.edu
example101107@students.pitzer.edu,like,example101199@scrippscollege.edu
example101107@students.pitzer.edu,friend,example100395@students.claremontmckenna.edu
example101107@students.pitzer.edu,friend,example100546@hmc.edu
example101107@students.pitzer.edu,friend,example100671@mymail.pomona.edu
example101107@students.pitzer.edu,friend,example101378@hmc.edu
example101109@mymail.pomona.edu,like,example101126@scrippscollege.edu
example101109@mymail.pomona.edu,like,example101100@students.pitzer.edu
example101100@students.pitzer.edu,like,example101109@mymail.pomona.edu
example101109@mymail.pomona.edu,like,example101690@students.pitzer.edu
example101109@mymail.pomona.edu,friend,example100620@mymail.pomona.edu
example101109@mymail.pomona.edu,like,example100157@mymail.pomona.edu
example101109@mymail.pomona.edu,friend,example100157@mymail.pomona.edu
example101109@mymail.pomona.edu,like,example100660@scrippscollege.edu
example101109@mymail.pomona.edu,like,example100982@mymail.pomona.edu
example101109@mymail.pomona.edu,friend,example100982@mymail.pomona.edu
example101109@mymail.pomona.edu,like,example101393@students.claremontmckenna.edu
example101109@mymail.pomona.edu,friend,example101393@students.claremontmckenna.edu
example101110@hmc.edu,like,example101853@mymail.pomona.edu
example101110@hmc.edu,like,example101115@scrippscollege.edu
example101115@scrippscollege.edu,like,example101110@hmc.edu
example101110@hmc.edu,like,example101642@scrippscollege.edu
example101110@hmc.edu,like,example100917@mymail.pomona.edu
example101110@hmc.edu,like,example101136@students.pitzer.edu
example101110@hmc.edu,friend,example101056@mymail.pomona.edu
example101111@students.claremontmckenna.edu,like,example100692@hmc.edu
example101111@students.claremontmckenna.edu,friend,example100692@hmc.edu
example101111@students.claremontmckenna.edu,like,example100618@scrippscollege.edu
example101112@students.pitzer.edu,like,example100475@students.pitzer.edu
example101112@students.pitzer.edu,friend,example100475@students.pitzer.edu
example101112@students.pitzer.edu,like,example100367@students.claremontmckenna.edu
example101112@students.pitzer.edu,like,example100230@mymail.pomona.edu
example101112@students.pitzer.edu,friend,example101854@hmc.edu
example101112@students.pitzer.edu,friend,example100735@scrippscollege.edu
example101112@students.pitzer.edu,like,example100731@hmc.edu
example101112@students.pitzer.edu,like,example101070@students.claremontmckenna.edu
example101112@students.pitzer.edu,friend,example101070@students.claremontmckenna.edu
example101112@students.pitzer.edu,like,example100236@hmc.edu
example101112@students.pitzer.edu,friend,example101462@scrippscollege.edu
example101112@students.pitzer.edu,friend,example100558@students.pitzer.edu
example101113@students.pitzer.edu,like,example100489@scrippscollege.edu
example101113@students.pitzer.edu,friend,example100182@hmc.edu
example101114@scrippscollege.edu,like,example101994@scrippscollege.edu
example101114@scrippscollege.edu,friend,example101994@scrippscollege.edu
example101114@scrippscollege.edu,like,example101428@students.pitzer.edu
example101428@students.pitzer.edu,like,example101114@scrippscollege.edu
example101114@scrippscollege.edu,friend,example101428@students.pitzer.edu
example101114@scrippscollege.edu,friend,example101387@mymail.pomona.edu
example101114@scrippscollege.edu,like,example100988@scrippscollege.edu
example101114@scrippscollege.edu,like,example101406@students.pitzer.edu
example101114@scrippscollege.edu,friend,example101760@mymail.pomona.edu
example101114@scrippscollege.edu,friend,example100591@scrippscollege.edu
example101114@scrippscollege.edu,like,example100926@students.pitzer.edu
example101114@scrippscollege.edu,friend,example100926@students.pitzer.edu
example101114@scrippscollege.edu,like,example101056@mymail.pomona.edu
example101114@scrippscollege.edu,friend,example101056@mymail.pomona.edu
example101114@scrippscollege.edu,like,example101568@students.claremontmckenna.edu
example101115@scrippscollege.edu,like,example101414@scrippscollege.edu
example101115@scrippscollege.edu,like,example101188@mymail.pomona.edu
example101116@students.pitzer.edu,like,example101525@mymail.pomona.edu
example101116@students.pitzer.edu,friend,example101365@mymail.pomona.edu
example101116@students.pitzer.edu,friend,example100925@mymail.pomona.edu
example101116@students.pitzer.edu,like,example100029@students.claremontmckenna.edu
example101116@students.pitzer.edu,friend,example100029@students.claremontmckenna.edu
example101116@students.pitzer.edu,like,example100548@scrippscollege.edu
example101116@students.pitzer.edu,like,example100279@students.pitzer.edu
example101116@students.pitzer.edu,like,example100904@students.claremontmckenna.edu
example101116@students.pitzer.edu,friend,example101354@hmc.edu
example101116@students.pitzer.edu,like,example100511@students.claremontmckenna.edu
example101116@students.pitzer.edu,friend,example100511@students.claremontmckenna.edu
example101117@mymail.pomona.edu,like,example101155@students.claremontmckenna.edu
example101117@mymail.pomona.edu,friend,example101493@students.claremontmckenna.edu
example101117@mymail.pomona.edu,like,example101160@hmc.edu
example101118@students.claremontmckenna.edu,like,example101437@mymail.pomona.edu
example101118@students.claremontmckenna.edu,friend,example101437@mymail.pomona.edu
example101118@students.claremontmckenna.edu,friend,example100921@scrippscollege.edu
example101118@students.claremontmckenna.edu,like,example100347@mymail.pomona.edu
example101118@students.claremontmckenna.edu,friend,example100347@mymail.pomona.edu
example101118@students.claremontmckenna.edu,like,example101018@students.pitzer.edu
example101118@students.claremontmckenna.edu,like,example100413@hmc.edu
example101118@students.claremontmckenna.edu,like,example100983@students.claremontmckenna.edu
example101118@students.claremontmckenna.edu,friend,example100983@students.claremontmckenna.edu
example101118@students.claremontmckenna.edu,friend,example100079@students.pitzer.edu
example101118@students.claremontmckenna.edu,friend,example101312@mymail.pomona.edu
example101118@students.claremontmckenna.edu,like,example100689@scrippscollege.edu
example101119@students.pitzer.edu,friend,example101141@students.pitzer.edu
example101119@students.pitzer.edu,like,example100733@students.pitzer.edu
example101119@students.pitzer.edu,like,example101891@hmc.edu
example101119@students.pitzer.edu,like,example100813@hmc.edu
example100813@hmc.edu,like,example101119@students.pitzer.edu
example101119@students.pitzer.edu,like,example100640@scrippscollege.edu
example101119@students.pitzer.edu,friend,example100640@scrippscollege.edu
example101120@hmc.edu,like,example100122@scrippscollege.edu
example101120@hmc.edu,friend,example101855@students.claremontmckenna.edu
example101120@hmc.edu,like,example100427@scrippscollege.edu
example101120@hmc.edu,friend,example100427@scrippscollege.edu
example101120@hmc.edu,like,example101344@scrippscollege.edu
example101120@hmc.edu,like,example100028@mymail.pomona.edu
example100028@mymail.pomona.edu,like,example101120@hmc.edu
example101120@hmc.edu,like,example101644@students.pitzer.edu
example101120@hmc.edu,friend,example101644@students.pitzer.edu
example101121@hmc.edu,like,example100811@hmc.edu
example101121@hmc.edu,like,example101844@mymail.pomona.edu
example101121@hmc.edu,friend,example101298@students.claremontmckenna.edu
example101121@hmc.edu,like,example100684@hmc.edu
example101121@hmc.edu,like,example100642@mymail.pomona.edu
example101121@hmc.edu,friend,example101138@hmc.edu
example101121@hmc.edu,like,example100012@hmc.edu
example101122@hmc.edu,friend,example101908@mymail.pomona.edu
example101122@hmc.edu,friend,example100778@mymail.pomona.edu
example101122@hmc.edu,like,example100510@mymail.pomona.edu
example101122@hmc.edu,like,example100277@mymail.pomona.edu
example101122@hmc.edu,like,example100029@students.claremontmckenna.edu
example101122@hmc.edu,friend,example101443@scrippscollege.edu
example101122@hmc.edu,like,example100417@hmc.edu
example101122@hmc.edu,friend,example100399@students.claremontmckenna.edu
example101123@mymail.pomona.edu,like,example100174@mymail.pomona.edu
example101123@mymail.pomona.edu,like,example101760@mymail.pomona.edu
example101123@mymail.pomona.edu,like,example101543@hmc.edu
example101123@mymail.pomona.edu,like,example100055@scrippscollege.edu
example101123@mymail.pomona.edu,friend,example100247@students.pitzer.edu
example101123@mymail.pomona.edu,like,example100065@students.pitzer.edu
example101124@hmc.edu,like,example101556@scrippscollege.edu
example101124@hmc.edu,like,example100989@students.pitzer.edu
example101124@hmc.edu,friend,example100443@students.claremontmckenna.edu
example101124@hmc.edu,like,example100795@mymail.pomona.edu
example101124@hmc.edu,friend,example101791@students.claremontmckenna.edu
example101124@hmc.edu,like,example100370@students.claremontmckenna.edu
example101125@students.claremontmckenna.edu,like,example101860@mymail.pomona.edu
example101125@students.claremontmckenna.edu,like,example101279@scrippscollege.edu
example101279@scrippscollege.edu,like,example101125@students.claremontmckenna.edu
example101125@students.claremontmckenna.edu,friend,example101279@scrippscollege.edu
example101125@students.claremontmckenna.edu,like,example100070@mymail.pomona.edu
example101125@students.claremontmckenna.edu,like,example100718@students.pitzer.edu
example101125@students.claremontmckenna.edu,like,example101690@students.pitzer.edu
example101127@students.claremontmckenna.edu,like,example101511@hmc.edu
example101127@students.claremontmckenna.edu,friend,example100862@scrippscollege.edu
example101127@students.claremontmckenna.edu,like,example100112@hmc.edu
example101127@students.claremontmckenna.edu,friend,example100112@hmc.edu
example101128@students.claremontmckenna.edu,like,example101078@students.pitzer.edu
example101128@students.claremontmckenna.edu,like,example101413@hmc.edu
example101128@students.claremontmckenna.edu,friend,example101413@hmc.edu
example101128@students.claremontmckenna.edu,friend,example101652@students.pitzer.edu
example101652@students.pitzer.edu,friend,example101128@students.claremontmckenna.edu
example101128@students.claremontmckenna.edu,like,example101766@students.pitzer.edu
example101128@students.claremontmckenna.edu,friend,example100421@students.claremontmckenna.edu
example101128@students.claremontmckenna.edu,like,example101965@hmc.edu
example101128@students.claremontmckenna.edu,friend,example100086@students.pitzer.edu
example101128@students.claremontmckenna.edu,like,example101511@hmc.edu
example101511@hmc.edu,like,example101128@students.claremontmckenna.edu
example101128@students.claremontmckenna.edu,like,example101780@mymail.pomona.edu
example101128@students.claremontmckenna.edu,friend,example101428@students.pitzer.edu
example101128@students.claremontmckenna.edu,like,example100865@students.pitzer.edu
example101128@students.claremontmckenna.edu,like,example101761@students.claremontmckenna.edu
example101128@students.claremontmckenna.edu,friend,example101726@students.claremontmckenna.edu
example101128@students.claremontmckenna.edu,friend,example100177@scrippscollege.edu
example101128@students.claremontmckenna.edu,like,example100828@hmc.edu
example101128@students.claremontmckenna.edu,like,example101562@students.pitzer.edu
example101129@students.claremontmckenna.edu,like,example100321@students.pitzer.edu
example101129@students.claremontmckenna.edu,friend,example100658@mymail.pomona.edu
example101129@students.claremontmckenna.edu,like,example101477@students.pitzer.edu
example101129@students.claremontmckenna.edu,like,example101486@mymail.pomona.edu
example101129@students.claremontmckenna.edu,like,example101305@scrippscollege.edu
example101129@students.claremontmckenna.edu,friend,example101305@scrippscollege.edu
example101129@students.claremontmckenna.edu,like,example100922@hmc.edu
example101129@students.claremontmckenna.edu,friend,example100922@hmc.edu
example101129@students.claremontmckenna.edu,like,example101154@students.claremontmckenna.edu
example101129@students.claremontmckenna.edu,friend,example100587@mymail.pomona.edu
example100587@mymail.pomona.edu,friend,example101129@students.claremontmckenna.edu
example101131@students.claremontmckenna.edu,like,example100510@mymail.pomona.edu
example101131@students.claremontmckenna.edu,like,example101013@students.pitzer.edu
example101131@students.claremontmckenna.edu,friend,example101013@students.pitzer.edu
example101131@students.claremontmckenna.edu,like,example100883@scrippscollege.edu
example101131@students.claremontmckenna.edu,like,example100096@scrippscollege.edu
example101131@students.claremontmckenna.edu,friend,example100096@scrippscollege.edu
example101131@students.claremontmckenna.edu,like,example101400@mymail.pomona.edu
example101131@students.claremontmckenna.edu,like,example101043@mymail.pomona.edu
example101131@students.claremontmckenna.edu,friend,example101043@mymail.pomona.edu
example101131@students.claremontmckenna.edu,like,example101578@students.claremontmckenna.edu
example101131@students.claremontmckenna.edu,like,example101265@mymail.pomona.edu
example101131@students.claremontmckenna.edu,friend,example100134@mymail.pomona.edu
example101131@students.claremontmckenna.edu,like,example100567@scrippscollege.edu
example101132@scrippscollege.edu,like,example100462@students.claremontmckenna.edu
example101132@scrippscollege.edu,friend,example100462@students.claremontmckenna.edu
example101132@scrippscollege.edu,like,example101653@students.claremontmckenna.edu
example101132@scrippscollege.edu,like,example101076@hmc.edu
example101132@scrippscollege.edu,friend,example101757@students.pitzer.edu
example101757@students.pitzer.edu,friend,example101132@scrippscollege.edu
example101132@scrippscollege.edu,like,example100259@scrippscollege.edu
example101133@hmc.edu,friend,example100911@students.pitzer.edu
example101133@hmc.edu,like,example101089@scrippscollege.edu
example101133@hmc.edu,friend,example101898@scrippscollege.edu
example101133@hmc.edu,friend,example101636@students.pitzer.edu
example101133@hmc.edu,friend,example101307@students.claremontmckenna.edu
example101133@hmc.edu,friend,example100089@students.pitzer.edu
example101133@hmc.edu,like,example101347@students.pitzer.edu
example101133@hmc.edu,like,example101345@hmc.edu
example101133@hmc.edu,friend,example101345@hmc.edu
example101133@hmc.edu,like,example100042@students.claremontmckenna.edu
example101133@hmc.edu,like,example101596@students.claremontmckenna.edu
example101133@hmc.edu,friend,example100572@scrippscollege.edu
example101133@hmc.edu,like,example100419@hmc.edu
example101133@hmc.edu,like,example101694@hmc.edu
example101133@hmc.edu,like,example101900@mymail.pomona.edu
example101133@hmc.edu,friend,example100584@mymail.pomona.edu
example101133@hmc.edu,like,example101440@students.pitzer.edu
example101134@mymail.pomona.edu,like,example100943@students.claremontmckenna.edu
example101135@students.claremontmckenna.edu,like,example101983@scrippscollege.edu
example101135@students.claremontmckenna.edu,like,example100603@students.claremontmckenna.edu
example101135@students.claremontmckenna.edu,friend,example100489@scrippscollege.edu
example101135@students.claremontmckenna.edu,like,example101619@mymail.pomona.edu
example101135@students.claremontmckenna.edu,like,example101942@scrippscollege.edu
example101136@students.pitzer.edu,like,example100189@mymail.pomona.edu
example101136@students.pitzer.edu,friend,example101373@hmc.edu
example101136@students.pitzer.edu,friend,example101699@hmc.edu
example101136@students.pitzer.edu,friend,example100945@hmc.edu
example101136@students.pitzer.edu,friend,example101194@hmc.edu
example101136@students.pitzer.edu,like,example100715@scrippscollege.edu
example100715@scrippscollege.edu,like,example101136@students.pitzer.edu
example101136@students.pitzer.edu,friend,example100715@scrippscollege.edu
example101136@students.pitzer.edu,like,example100432@students.pitzer.edu
example101136@students.pitzer.edu,friend,example100432@students.pitzer.edu
example101136@students.pitzer.edu,friend,example100904@students.claremontmckenna.edu
example101136@students.pitzer.edu,like,example101543@hmc.edu
example101136@students.pitzer.edu,friend,example101543@hmc.edu
example101136@students.pitzer.edu,friend,example101635@students.pitzer.edu
example101137@mymail.pomona.edu,friend,example101855@students.claremontmckenna.edu
example101137@mymail.pomona.edu,friend,example100323@students.claremontmckenna.edu
example101137@mymail.pomona.edu,friend,example100536@students.claremontmckenna.edu
example100536@students.claremontmckenna.edu,friend,example101137@mymail.pomona.edu
example101137@mymail.pomona.edu,like,example101390@students.pitzer.edu
example101138@hmc.edu,friend,example100547@hmc.edu
example101138@hmc.edu,like,example101744@hmc.edu
example101138@hmc.edu,friend,example101744@hmc.edu
example101138@hmc.edu,like,example101522@hmc.edu
example101522@hmc.edu,like,example101138@hmc.edu
example101138@hmc.edu,friend,example101522@hmc.edu
example101138@hmc.edu,like,example101402@students.pitzer.edu
example101138@hmc.edu,like,example100972@scrippscollege.edu
example101138@hmc.edu,friend,example100972@scrippscollege.edu
example101139@scrippscollege.edu,friend,example101783@mymail.pomona.edu
example101139@scrippscollege.edu,like,example100597@hmc.edu
example101139@scrippscollege.edu,friend,example100584@mymail.pomona.edu
example101139@scrippscollege.edu,like,example101823@hmc.edu
example101139@scrippscollege.edu,friend,example101823@hmc.edu
example101823@hmc.edu,friend,example101139@scrippscollege.edu
example101139@scrippscollege.edu,like,example101373@hmc.edu
example101139@scrippscollege.edu,friend,example100042@students.claremontmckenna.edu
example101139@scrippscollege.edu,like,example100779@students.claremontmckenna.edu
example101139@scrippscollege.edu,friend,example100779@students.claremontmckenna.edu
example101140@scrippscollege.edu,like,example101649@mymail.pomona.edu
example101649@mymail.pomona.edu,like,example101140@scrippscollege.edu
example101140@scrippscollege.edu,friend,example101132@scrippscollege.edu
example101140@scrippscollege.edu,like,example100109@students.claremontmckenna.edu
example101140@scrippscollege.edu,like,example100131@students.pitzer.edu
example101140@scrippscollege.edu,like,example100203@mymail.pomona.edu
example101140@scrippscollege.edu,friend,example100203@mymail.pomona.edu
example101140@scrippscollege.edu,friend,example101108@students.claremontmckenna.edu
example101140@scrippscollege.edu,like,example101342@students.pitzer.edu
example101140@scrippscollege.edu,friend,example100344@scrippscollege.edu
example101141@students.pitzer.edu,friend,example101634@scrippscollege.edu
example101634@scrippscollege.edu,friend,example101141@students.pitzer.edu
example101141@students.pitzer.edu,like,example101561@scrippscollege.edu
example101141@students.pitzer.edu,like,example101903@students.pitzer.edu
example101141@students.pitzer.edu,friend,example101903@students.pitzer.edu
example101903@students.pitzer.edu,friend,example101141@students.pitzer.edu
example101141@students.pitzer.edu,friend,example101006@hmc.edu
example101141@students.pitzer.edu,friend,example100494@students.claremontmckenna.edu
example101142@students.pitzer.edu,friend,example100003@students.pitzer.edu
example101142@students.pitzer.edu,friend,example101659@students.claremontmckenna.edu
example101142@students.pitzer.edu,like,example100114@mymail.pomona.edu
example100114@mymail.pomona.edu,like,example101142@students.pitzer.edu
example101142@students.pitzer.edu,friend,example101703@mymail.pomona.edu
example101142@students.pitzer.edu,friend,example101045@students.pitzer.edu
example101142@students.pitzer.edu,like,example101611@students.pitzer.edu
example101142@students.pitzer.edu,friend,example101842@scrippscollege.edu
example101142@students.pitzer.edu,friend,example100625@mymail.pomona.edu
example101142@students.pitzer.edu,like,example100105@hmc.edu
example101143@scrippscollege.edu,friend,example100488@students.pitzer.edu
example101143@scrippscollege.edu,like,example100815@hmc.edu
example101144@students.claremontmckenna.edu,like,example100343@students.claremontmckenna.edu
example101144@students.claremontmckenna.edu,friend,example100087@mymail.pomona.edu
example101144@students.claremontmckenna.edu,friend,example101302@students.claremontmckenna.edu
example101144@students.claremontmckenna.edu,like,example100523@hmc.edu
example101144@students.claremontmckenna.edu,like,example100993@students.pitzer.edu
example101145@students.claremontmckenna.edu,friend,example101265@mymail.pomona.edu
example101145@students.claremontmckenna.edu,friend,example101177@hmc.edu
example101146@scrippscollege.edu,friend,example101896@hmc.edu
example101146@scrippscollege.edu,friend,example100224@scrippscollege.edu
example101146@scrippscollege.edu,friend,example101682@students.pitzer.edu
example101146@scrippscollege.edu,like,example100059@students.claremontmckenna.edu
example101146@scrippscollege.edu,friend,example100059@students.claremontmckenna.edu
example101146@scrippscollege.edu,like,example101806@hmc.edu
example101146@scrippscollege.edu,like,example101510@scrippscollege.edu
example101146@scrippscollege.edu,friend,example101510@scrippscollege.edu
example101146@scrippscollege.edu,friend,example100927@students.pitzer.edu
example100927@students.pitzer.edu,friend,example101146@scrippscollege.edu
example101146@scrippscollege.edu,like,example101964@mymail.pomona.edu
example101964@mymail.pomona.edu,like,example101146@scrippscollege.edu
example101146@scrippscollege.edu,like,example101065@students.pitzer.edu
example101146@scrippscollege.edu,friend,example101065@students.pitzer.edu
example101146@scrippscollege.edu,friend,example100254@scrippscollege.edu
example101146@scrippscollege.edu,like,example101699@hmc.edu
example101146@scrippscollege.edu,like,example100620@mymail.pomona.edu
example101146@scrippscollege.edu,friend,example101192@students.claremontmckenna.edu
example101146@scrippscollege.edu,friend,example100141@students.claremontmckenna.edu
example101146@scrippscollege.edu,like,example100809@mymail.pomona.edu
example101146@scrippscollege.edu,friend,example101039@students.pitzer.edu
example101146@scrippscollege.edu,friend,example101023@scrippscollege.edu
example101146@scrippscollege.edu,friend,example101617@students.pitzer.edu
example101146@scrippscollege.edu,like,example100516@students.claremontmckenna.edu
example100516@students.claremontmckenna.edu,like,example101146@scrippscollege.edu
example101147@hmc.edu,friend,example101464@students.pitzer.edu
